
> stacklens-ai-platform@1.0.0 dev:server
> cross-env NODE_ENV=development node --import tsx --no-warnings apps/api/src/index.ts

[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  write to custom object with { processEnv: myObject }
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🗂️ backup and recover secrets: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🛠️  run anywhere with `dotenvx run -- yourcommand`
🚀 RAG: Vector database initialized
{"level":"WARN","timestamp":"2025-11-21T12:43:32.251Z","logger":"kafkajs","message":"KafkaJS v2.0.0 switched default partitioner. To retain the same partitioning behavior as in previous versions, create the producer with the option \"createPartitioner: Partitioners.LegacyPartitioner\". See the migration guide at https://kafka.js.org/docs/migration-guide-v2.0.0#producer-new-default-partitioner for details. Silence this warning by setting the environment variable \"KAFKAJS_NO_PARTITIONER_WARNING=1\""}
🔄 Starting server initialization...
Starting LogWatcher service for real-time monitoring...
📍 Watching directories: /Users/deepak/Downloads/Projects/StackLens-AI-Deploy/data, /Users/deepak/Downloads/Projects/StackLens-AI-Deploy/logs
[LogWatcherService] Started watching 2 file(s)
✅ LogWatcher service started successfully
✅ Routes registered successfully
🔄 Setting up Vite...
📚 RAG: Indexing 50 resolved error patterns...
✅ RAG: Knowledge base populated with 50 patterns
🔄 Indexing existing errors for RAG system...
⚠️ Vector DB not initialized, storing patterns locally
✅ Successfully indexed 807 errors for RAG
✅ Enhanced RAG Suggestor initialized
🎯 Enhanced RAG system ready with vector database
🚀 Starting Python vector database service...
⚠️ Enhanced vector service not found, using fallback similarity search
6:33:17 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:33:22 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:33:22 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:33:26 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:33:27 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:33:27 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
🔧 Checking for stuck processing jobs...
6:33:32 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:33:32 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:33:36 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:33:37 PM [express] GET /api/analytics/health-status 200 in 3ms :: {"success":true,"data":{"status"…
6:33:37 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:33:42 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:33:42 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:33:46 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:33:47 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:33:47 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:33:52 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:33:52 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:33:56 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:33:57 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:33:57 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:03 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:03 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:34:06 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:34:08 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:13 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:13 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:34:16 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:34:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:18 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:23 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:23 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:26 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:34:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:28 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:33 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:34:33 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:36 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:34:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:38 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:34:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:43 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:46 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:34:48 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:48 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:53 PM [express] GET /api/analytics/metrics 200 in 3ms :: {"success":true,"data":{"window":"1min…
6:34:53 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:34:56 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:34:58 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:34:58 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:35:03 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:35:03 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:35:06 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:35:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:08 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:13 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:13 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:16 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:35:18 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:23 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:23 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:26 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:35:28 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:35:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:33 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:33 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:36 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:35:38 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:43 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:35:46 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:35:48 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:48 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:35:53 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:35:53 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:35:56 PM [express] GET /api/analytics/alerts 200 in 2ms :: {"success":true,"data":{"alerts":[],"to…
6:35:58 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:35:58 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:03 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:03 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:36:07 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:36:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:08 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:13 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:13 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:36:17 PM [express] GET /api/analytics/alerts 200 in 2ms :: {"success":true,"data":{"alerts":[],"to…
6:36:18 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:23 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:23 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:27 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:36:28 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:36:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:33 PM [express] GET /api/analytics/metrics 200 in 3ms :: {"success":true,"data":{"window":"1min…
6:36:33 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:37 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:36:38 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:43 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:47 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:36:48 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:36:48 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:53 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:53 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:36:57 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:36:58 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:36:58 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:03 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:03 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:07 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:08 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:13 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:13 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:17 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:18 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:37:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:23 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:37:23 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:27 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:28 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:37:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:33 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:37:33 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:37 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:38 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:43 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:37:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:47 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:48 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:48 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:53 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:53 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:37:57 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:37:58 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:37:58 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:38:03 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:03 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:07 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:38:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:08 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:38:13 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:13 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:38:17 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:38:18 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:38:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:23 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:38:23 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:27 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:38:28 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:33 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:33 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:37 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:38:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:38 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:43 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:47 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:38:48 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:48 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:53 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:53 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:38:57 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:38:58 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:38:58 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:03 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:03 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:07 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:39:08 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:08 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:13 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:39:13 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:39:17 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:39:18 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:18 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:39:23 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:39:23 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:27 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:39:28 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:28 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:33 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:33 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:37 PM [express] GET /api/analytics/alerts 200 in 2ms :: {"success":true,"data":{"alerts":[],"to…
6:39:38 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:38 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:43 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:43 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:39:47 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:39:48 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:48 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:53 PM [express] GET /api/analytics/health-status 200 in 4ms :: {"success":true,"data":{"status"…
6:39:53 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:39:57 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:39:58 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:39:58 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:03 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:04 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:07 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:40:09 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:40:09 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:14 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:14 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:17 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:40:19 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:19 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:24 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:24 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:27 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:40:29 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:29 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
6:40:34 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:40:34 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:37 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:40:39 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:39 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:40:44 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:44 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:40:47 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:40:49 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:49 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:40:54 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:54 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:40:57 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:40:59 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:40:59 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:41:04 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:04 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:07 PM [express] GET /api/analytics/alerts 200 in 0ms :: {"success":true,"data":{"alerts":[],"to…
6:41:09 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:09 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:14 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:14 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:41:17 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:41:19 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:19 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:24 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:24 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:27 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:41:29 PM [express] GET /api/analytics/health-status 200 in 0ms :: {"success":true,"data":{"status"…
6:41:29 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:34 PM [express] GET /api/analytics/health-status 200 in 2ms :: {"success":true,"data":{"status"…
6:41:34 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:41:37 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:41:39 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:39 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:44 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:44 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:47 PM [express] GET /api/analytics/alerts 200 in 2ms :: {"success":true,"data":{"alerts":[],"to…
6:41:49 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:49 PM [express] GET /api/analytics/metrics 200 in 0ms :: {"success":true,"data":{"window":"1min…
6:41:54 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:54 PM [express] GET /api/analytics/metrics 200 in 1ms :: {"success":true,"data":{"window":"1min…
6:41:57 PM [express] GET /api/analytics/alerts 200 in 1ms :: {"success":true,"data":{"alerts":[],"to…
6:41:59 PM [express] GET /api/analytics/health-status 200 in 1ms :: {"success":true,"data":{"status"…
6:41:59 PM [express] GET /api/analytics/metrics 200 in 2ms :: {"success":true,"data":{"window":"1min…
