2025-08-31/00:28:35.239/EDT  INFO MenuSynchService:152 - Price sync called for store BK-2876
2025-08-31/03:57:47.700/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:57:47.700/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:57:47.700/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-2876 completed successfully. Took 2 ms
2025-08-31/03:57:47.700/EDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-2876 completed successfully for CACHE AND DATABASE. Took 37662 ms.
2025-08-31/03:58:20.008/EDT  INFO MenuSynchService:152 - Price sync called for store BK-2876
2025-08-31/03:58:20.008/EDT  INFO MenuSynchService:191 - Store [BK-2876] has been queued for a price sync.
2025-08-31/03:58:20.008/EDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-2876
2025-08-31/03:58:20.008/EDT  INFO MenuSynchService:157 - Store BK-2876 has been queued for a price sync.
2025-08-31/03:58:30.039/EDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:58:30.040/EDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:58:30.046/EDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-2876 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@58480e8c[updatePersisted=false,connectionSuccessful=false,productsModified=false] and took 10038 ms
2025-08-31/03:58:30.078/EDT ERROR MenuMDMSynchronizer:119 - POS product offering synchronization failed. Check POS connection.
2025-08-31/03:59:40.077/EDT  INFO MenuSynchService:152 - Price sync called for store BK-2876
2025-08-31/03:59:40.077/EDT  INFO MenuSynchService:191 - Store [BK-2876] has been queued for a price sync.
2025-08-31/03:59:40.078/EDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-2876
2025-08-31/03:59:40.078/EDT  INFO MenuSynchService:157 - Store BK-2876 has been queued for a price sync.
2025-08-31/03:59:42.640/EDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:59:42.640/EDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:59:42.646/EDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-2876 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@6878e566[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 2568 ms
2025-08-31/03:59:42.650/EDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/04:00:20.466/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-2876
2025-08-31/04:00:20.466/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/04:00:20.468/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/04:00:20.468/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/04:00:20.468/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-2876 completed successfully. Took 2 ms
2025-08-31/04:00:20.468/EDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-2876 completed successfully for CACHE AND DATABASE. Took 40391 ms.
2025-08-31/04:08:10.211/EDT  INFO MenuSynchService:152 - Price sync called for store BK-2876
2025-08-31/04:08:10.211/EDT  INFO MenuSynchService:191 - Store [BK-2876] has been queued for a price sync.
2025-08-31/04:08:10.211/EDT  INFO MenuSynchService:157 - Store BK-2876 has been queued for a price sync.
2025-08-31/04:08:10.211/EDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-2876
2025-08-31/04:08:12.678/EDT  INFO PosOfferingSynchronizerTransformer:90 - populate pos offering cache
2025-08-31/04:08:12.699/EDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/04:08:12.704/EDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-2876 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@61d142f6[updatePersisted=true,connectionSuccessful=true,productsModified=true] and took 2493 ms
2025-08-31/04:08:12.707/EDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/04:08:47.095/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-2876
2025-08-31/04:08:47.095/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/04:08:47.095/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/04:08:47.111/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/04:08:47.111/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-2876 completed successfully. Took 16 ms
2025-08-31/04:08:47.111/EDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-2876 completed successfully for CACHE AND DATABASE. Took 36900 ms.
2025-08-31/06:00:02.261/EDT  INFO MenuSynchService:85 - Waiting for price sync to complete.
2025-08-31/06:00:02.409/EDT  INFO MenuSynchService:107 - Sync called for store [BK-2876] by [onboardingTeam]
2025-08-31/06:00:02.524/EDT  INFO MenuSynchService:257 - Store [BK-2876] has been queued for a menu sync.
2025-08-31/06:00:02.524/EDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-2876
2025-08-31/06:00:08.376/EDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/06:00:08.377/EDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/06:00:08.384/EDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-2876 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@29c9fc04[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 5860 ms
2025-08-31/06:00:08.388/EDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/06:00:44.202/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-2876
2025-08-31/06:00:44.202/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/06:00:44.202/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/06:00:44.202/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/06:00:44.202/EDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-2876 completed successfully. Took 0 ms
2025-08-31/06:00:44.202/EDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-2876 completed successfully for CACHE AND DATABASE. Took 41678 ms.
2025-08-31/00:16:59.950/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:28:30.203/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:28:35.204/EDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:28:35.205/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/00:28:35.206/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/00:28:35.257/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/00:28:40.292/EDT ERROR BrinkPosOrderpoint:142:[-exec-4]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:28:40.293/EDT  INFO BrinkPosOrderpoint:151:[-exec-4]: - Attempting to persist POS offering

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673882595

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673927896

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.642/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/00:28:42.660/EDT  INFO PosProductsMenuPersister:107:[-exec-4]: - Persist pos discounts priceSyncDifferential: true took 18 ms

2025-08-31/00:28:42.665/EDT  INFO PosProductsMenuPersister:518:[-exec-4]: - Populate pos items cache took 3 ms.

2025-08-31/00:28:42.940/EDT  INFO PosProductsMenuPersister:127:[-exec-4]: - Persist pos items priceSyncDifferential: true took 275 ms

2025-08-31/00:28:42.941/EDT  INFO BrinkPosOrderpoint:200:[-exec-4]: - Brink fetch and persist pos offering took 2648 ms

2025-08-31/00:29:55.297/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["673784540"]

2025-08-31/00:29:55.302/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/00:29:55.313/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/00:29:55.339/EDT  INFO BrinkPosOrderpoint:151:[-exec-6]: - Attempting to persist POS offering

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:148:[-exec-6]: - Invalid / Unsupported promotion found 673882595

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:148:[-exec-6]: - Invalid / Unsupported promotion found 673927896

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.581/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/00:29:57.602/EDT  INFO PosProductsMenuPersister:107:[-exec-6]: - Persist pos discounts priceSyncDifferential: true took 21 ms

2025-08-31/00:29:57.608/EDT  INFO PosProductsMenuPersister:518:[-exec-6]: - Populate pos items cache took 4 ms.

2025-08-31/00:29:57.881/EDT  INFO PosProductsMenuPersister:127:[-exec-6]: - Persist pos items priceSyncDifferential: true took 273 ms

2025-08-31/00:29:57.881/EDT  INFO BrinkPosOrderpoint:200:[-exec-6]: - Brink fetch and persist pos offering took 2542 ms

2025-08-31/00:34:00.306/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:34:05.319/EDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:34:05.320/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/00:34:05.325/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/00:34:05.382/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/00:34:05.446/EDT  INFO BrinkPosOrderpoint:151:[-exec-5]: - Attempting to persist POS offering

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:148:[-exec-5]: - Invalid / Unsupported promotion found 673882595

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:148:[-exec-5]: - Invalid / Unsupported promotion found 673927896

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.726/EDT  WARN BrinkMenuPersister:127:[-exec-5]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/00:34:07.749/EDT  INFO PosProductsMenuPersister:107:[-exec-5]: - Persist pos discounts priceSyncDifferential: true took 23 ms

2025-08-31/00:34:07.754/EDT  INFO PosProductsMenuPersister:518:[-exec-5]: - Populate pos items cache took 3 ms.

2025-08-31/00:34:08.026/EDT  INFO PosProductsMenuPersister:127:[-exec-5]: - Persist pos items priceSyncDifferential: true took 271 ms

2025-08-31/00:34:08.026/EDT  INFO BrinkPosOrderpoint:200:[-exec-5]: - Brink fetch and persist pos offering took 2580 ms

2025-08-31/00:35:00.321/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:35:25.393/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["673784540"]

2025-08-31/00:35:25.399/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/00:35:25.433/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/00:35:25.482/EDT  INFO BrinkPosOrderpoint:151:[-exec-1]: - Attempting to persist POS offering

2025-08-31/00:35:27.587/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.588/EDT  WARN BrinkMenuPersister:148:[-exec-1]: - Invalid / Unsupported promotion found 673882595

2025-08-31/00:35:27.588/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.588/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.589/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.589/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.589/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.590/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.590/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.590/EDT  WARN BrinkMenuPersister:148:[-exec-1]: - Invalid / Unsupported promotion found 673927896

2025-08-31/00:35:27.590/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.591/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:35:27.592/EDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

