2025-08-31/00:08:58.330/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/03:59:15.670/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/03:59:15.670/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/03:59:22.278/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/03:59:22.278/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/03:59:22.281/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@5a3d5abe[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 6611 ms
2025-08-31/03:59:22.281/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/03:59:55.948/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/03:59:55.948/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/03:59:55.948/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/03:59:55.948/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/03:59:55.948/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 0 ms
2025-08-31/03:59:55.948/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 40278 ms.
2025-08-31/04:02:45.802/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/04:02:45.802/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/04:02:45.802/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/04:02:45.802/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/04:02:54.740/PDT  INFO PosOfferingSynchronizerTransformer:90 - populate pos offering cache
2025-08-31/04:02:54.740/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/04:02:54.757/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@7e00d53b[updatePersisted=true,connectionSuccessful=true,productsModified=true] and took 8955 ms
2025-08-31/04:02:54.760/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/04:03:28.641/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/04:03:28.641/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/04:03:28.641/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/04:03:28.641/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/04:03:28.641/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 0 ms
2025-08-31/04:03:28.641/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 42839 ms.
2025-08-31/04:09:45.870/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878
2025-08-31/04:09:45.870/PDT  INFO MenuSynchService:191 - Store [BK-4878] has been queued for a price sync.
2025-08-31/04:09:45.871/PDT  INFO PosOfferingSynchronizerTransformer:75 - Synchronizing POS Offering for store BK-4878
2025-08-31/04:09:45.871/PDT  INFO MenuSynchService:157 - Store BK-4878 has been queued for a price sync.
2025-08-31/04:09:54.055/PDT  INFO PosOfferingSynchronizerTransformer:85 - Not populating pos offering cache, as no existing/new product updated or deleted or added.
2025-08-31/04:09:54.055/PDT  INFO PosOfferingSynchronizerTransformer:114 - Updating price sync complete flags.
2025-08-31/04:09:54.055/PDT  INFO PosOfferingSynchronizerTransformer:104 - POS Offering synchronization for store BK-4878 was successful=com.tillster.kiosk.processors.PosOfferingSynchronizationResult@4fbd0eef[updatePersisted=true,connectionSuccessful=true,productsModified=false] and took 8184 ms
2025-08-31/04:09:54.055/PDT  INFO MenuMDMSynchronizer:202 - Menu version to synchronize: af76e837-9a4b-4574-b894-42d62d9a1cd2[1.2890]
2025-08-31/04:10:28.739/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:148 - Synchronizing Coupon SmartUpsell items for store: BK-4878
2025-08-31/04:10:28.739/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:78 - Checking if coupon support is enabled..
2025-08-31/04:10:28.739/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:80 - coupon_support=
2025-08-31/04:10:28.739/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:82 - Coupon support is NOT ENABLED
2025-08-31/04:10:28.739/PDT  INFO CouponSmartUpsellPriceSynchronizerImpl:167 - Coupon SmartUpsell synchronization for store BK-4878 completed successfully. Took 0 ms
2025-08-31/04:10:28.739/PDT  INFO MenuMDMSynchronizer:172 - Synchronizing menu for store BK-4878 completed successfully for CACHE AND DATABASE. Took 42869 ms.
2025-08-31/00:08:58.304/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/00:08:58.332/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/00:08:58.431/PDT  INFO BrinkPosOrderpoint:151:[-exec-1]: - Attempting to persist POS offering

2025-08-31/00:09:05.181/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/00:09:05.182/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/00:09:05.183/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/00:09:05.183/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/00:09:05.185/PDT  WARN BrinkMenuPersister:542:[-exec-1]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/00:09:05.186/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.186/PDT  WARN BrinkMenuPersister:148:[-exec-1]: - Invalid / Unsupported promotion found 673882595

2025-08-31/00:09:05.186/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.187/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.188/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.188/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.188/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.189/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:148:[-exec-1]: - Invalid / Unsupported promotion found 673927896

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.190/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.191/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.191/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.191/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.191/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.192/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.192/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.192/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.192/PDT  WARN BrinkMenuPersister:127:[-exec-1]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/00:09:05.204/PDT  INFO PosProductsMenuPersister:107:[-exec-1]: - Persist pos discounts priceSyncDifferential: true took 12 ms

2025-08-31/00:09:05.211/PDT  INFO PosProductsMenuPersister:518:[-exec-1]: - Populate pos items cache took 5 ms.

2025-08-31/00:09:05.533/PDT  INFO PosProductsMenuPersister:127:[-exec-1]: - Persist pos items priceSyncDifferential: true took 322 ms

2025-08-31/00:09:05.534/PDT  INFO BrinkPosOrderpoint:200:[-exec-1]: - Brink fetch and persist pos offering took 7102 ms

2025-08-31/00:19:32.877/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/00:42:33.054/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:21:33.359/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:01:33.758/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:01:38.771/PDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:01:38.772/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/02:01:38.782/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/02:01:38.806/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/02:01:43.814/PDT ERROR BrinkPosOrderpoint:142:[-exec-2]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:01:43.815/PDT  INFO BrinkPosOrderpoint:151:[-exec-2]: - Attempting to persist POS offering

2025-08-31/02:01:50.251/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/02:01:50.252/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/02:01:50.252/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:01:50.252/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:01:50.253/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:01:50.254/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.255/PDT  WARN BrinkMenuPersister:148:[-exec-2]: - Invalid / Unsupported promotion found 673882595

2025-08-31/02:01:50.255/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.255/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.256/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.256/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.256/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.257/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.257/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.257/PDT  WARN BrinkMenuPersister:148:[-exec-2]: - Invalid / Unsupported promotion found 673927896

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.258/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.259/PDT  WARN BrinkMenuPersister:127:[-exec-2]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/02:01:50.270/PDT  INFO PosProductsMenuPersister:107:[-exec-2]: - Persist pos discounts priceSyncDifferential: true took 10 ms

2025-08-31/02:01:50.276/PDT  INFO PosProductsMenuPersister:518:[-exec-2]: - Populate pos items cache took 4 ms.

2025-08-31/02:01:50.603/PDT  INFO PosProductsMenuPersister:127:[-exec-2]: - Persist pos items priceSyncDifferential: true took 327 ms

2025-08-31/02:01:50.604/PDT  INFO BrinkPosOrderpoint:200:[-exec-2]: - Brink fetch and persist pos offering took 6788 ms

2025-08-31/02:02:59.120/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["674048923","674048924","674048926","674048927","674048928","674048929","674048930","674048931","674048932","674048933","674048934","674048935","674048936"]

2025-08-31/02:02:59.125/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/02:02:59.138/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/02:02:59.242/PDT  INFO BrinkPosOrderpoint:151:[-exec-9]: - Attempting to persist POS offering

2025-08-31/02:03:04.806/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/02:03:04.807/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/02:03:04.808/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:03:04.808/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:03:04.810/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:03:04.811/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.812/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673882595

2025-08-31/02:03:04.812/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.812/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.813/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.814/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.814/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.814/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673927896

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.815/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.816/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.816/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.816/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.816/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.816/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.817/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.817/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/02:03:04.827/PDT  INFO PosProductsMenuPersister:107:[-exec-9]: - Persist pos discounts priceSyncDifferential: true took 10 ms

2025-08-31/02:03:04.833/PDT  INFO PosProductsMenuPersister:518:[-exec-9]: - Populate pos items cache took 4 ms.

2025-08-31/02:03:05.146/PDT  INFO PosProductsMenuPersister:127:[-exec-9]: - Persist pos items priceSyncDifferential: true took 313 ms

2025-08-31/02:03:05.147/PDT  INFO BrinkPosOrderpoint:200:[-exec-9]: - Brink fetch and persist pos offering took 5905 ms

2025-08-31/02:05:33.767/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:07:04.605/PDT  INFO ConfigurationScheduleService:134:[tStop-7]: - Refreshed menu items availability

2025-08-31/02:07:06.231/PDT  INFO KioskWebServiceConfig:341:[tStop-7]: - External API not defined to publish kiosk status.

2025-08-31/02:07:08.666/PDT  INFO BrinkAPIUtils:42:[-exec-3]: - POS Api Endpoint Url: https://api25.brinkpos.net:443

2025-08-31/02:07:08.707/PDT  INFO PosHealthCheckHelper:32:[-exec-3]: - Scheduling PosHealthCheckMonitor

2025-08-31/02:07:13.816/PDT  INFO BrinkPosOrderpoint:112:[thcheck]: - Last modified time request: <soap:Envelope xmlns:soap="http://schemas.xmlsoap.org/soap/envelope/"> <soap:Body><GetLastModifiedTime xmlns="http://www.brinksoftware.com/webservices/settings/v2"/></soap:Body> </soap:Envelope>

